"","Month","Neighbourhood","Mean","Count"
"1456",43,"FINANCIAL                ",1385936.34615385,26
"1457",44,"FINANCIAL                ",1165808.29032258,31
"1458",45,"FINANCIAL                ",23007812.0833333,24
"1459",46,"FINANCIAL                ",6113154.84210526,19
"1460",47,"FINANCIAL                ",905001.923076923,26
"1461",48,"FINANCIAL                ",8556230.51851852,27
"1462",37,"FLATIRON                 ",3282504.36363636,33
"1463",38,"FLATIRON                 ",5843173.61904762,21
"1464",39,"FLATIRON                 ",3488743.62068966,29
"1465",40,"FLATIRON                 ",3979942.22727273,44
"1466",41,"FLATIRON                 ",4943996.27027027,37
"1467",42,"FLATIRON                 ",9044861.69047619,42
"1468",43,"FLATIRON                 ",3600675.14285714,28
"1469",44,"FLATIRON                 ",6350173.33333333,33
"1470",45,"FLATIRON                 ",5392558.21428571,28
"1471",46,"FLATIRON                 ",2553315.41176471,17
"1472",47,"FLATIRON                 ",3036813.23809524,21
"1473",48,"FLATIRON                 ",3346660.60714286,28
"1474",37,"GRAMERCY                 ",1730300.75,24
"1475",38,"GRAMERCY                 ",1002555.07407407,27
"1476",39,"GRAMERCY                 ",1634060.9375,32
"1477",40,"GRAMERCY                 ",1098996.36585366,41
"1478",41,"GRAMERCY                 ",2304739.70588235,68
"1479",42,"GRAMERCY                 ",2428333.66666667,60
"1480",43,"GRAMERCY                 ",1494305.23913043,46
"1481",44,"GRAMERCY                 ",1797956.2,45
"1482",45,"GRAMERCY                 ",2153018.70967742,31
"1483",46,"GRAMERCY                 ",1673509,34
"1484",47,"GRAMERCY                 ",1475686.425,40
"1485",48,"GRAMERCY                 ",2862639.80769231,26
"1486",37,"GREENWICH VILLAGE-CENTRAL",4438205.09090909,55
"1487",38,"GREENWICH VILLAGE-CENTRAL",2198827.65853659,41
"1488",39,"GREENWICH VILLAGE-CENTRAL",2633022.825,40
"1489",40,"GREENWICH VILLAGE-CENTRAL",4610544.94736842,57
"1490",41,"GREENWICH VILLAGE-CENTRAL",3608353.10416667,48
"1491",42,"GREENWICH VILLAGE-CENTRAL",2843215.18181818,44
"1492",43,"GREENWICH VILLAGE-CENTRAL",4789716.30232558,43
"1493",44,"GREENWICH VILLAGE-CENTRAL",2140630.60869565,69
"1494",45,"GREENWICH VILLAGE-CENTRAL",3915699.33333333,48
"1495",46,"GREENWICH VILLAGE-CENTRAL",3440909.16981132,53
"1496",47,"GREENWICH VILLAGE-CENTRAL",7563724.25714286,35
"1497",48,"GREENWICH VILLAGE-CENTRAL",2211287.32432432,37
"1498",37,"GREENWICH VILLAGE-WEST   ",4673027.8,55
"1499",38,"GREENWICH VILLAGE-WEST   ",4102177.67391304,46
"1500",39,"GREENWICH VILLAGE-WEST   ",4564022.25333333,75
"1501",40,"GREENWICH VILLAGE-WEST   ",6146385.51851852,54
"1502",41,"GREENWICH VILLAGE-WEST   ",4369926.53658537,41
"1503",42,"GREENWICH VILLAGE-WEST   ",3335591.875,72
"1504",43,"GREENWICH VILLAGE-WEST   ",4099557.44262295,61
"1505",44,"GREENWICH VILLAGE-WEST   ",3576975.13043478,46
"1506",45,"GREENWICH VILLAGE-WEST   ",4835335.6,40
"1507",46,"GREENWICH VILLAGE-WEST   ",1848048.48888889,45
"1508",47,"GREENWICH VILLAGE-WEST   ",4161970.59375,32
"1509",48,"GREENWICH VILLAGE-WEST   ",4729009.3255814,43
"1510",37,"HARLEM-CENTRAL           ",6399768.47619048,42
"1511",38,"HARLEM-CENTRAL           ",1445093.72093023,43
"1512",39,"HARLEM-CENTRAL           ",2743571.30232558,43
"1513",40,"HARLEM-CENTRAL           ",1973177.03773585,53
"1514",41,"HARLEM-CENTRAL           ",2561033.94736842,57
"1515",42,"HARLEM-CENTRAL           ",3445377.52307692,65
"1516",43,"HARLEM-CENTRAL           ",3734533.81666667,60
"1517",44,"HARLEM-CENTRAL           ",1015107.78723404,47
"1518",45,"HARLEM-CENTRAL           ",4816957.44444444,54
"1519",46,"HARLEM-CENTRAL           ",1722383.26470588,34
"1520",47,"HARLEM-CENTRAL           ",1375079.25757576,66
"1521",48,"HARLEM-CENTRAL           ",2025812.46478873,71
"1522",37,"HARLEM-EAST              ",2310454.54545455,11
"1523",38,"HARLEM-EAST              ",1118294.11764706,17
"1524",39,"HARLEM-EAST              ",770590,15
"1525",40,"HARLEM-EAST              ",1127773.73684211,19
"1526",41,"HARLEM-EAST              ",979130.235294118,17
"1527",42,"HARLEM-EAST              ",4967397.76,25
"1528",43,"HARLEM-EAST              ",662966.818181818,22
"1529",44,"HARLEM-EAST              ",794753.382352941,34
"1530",45,"HARLEM-EAST              ",1073716.39130435,23
"1531",46,"HARLEM-EAST              ",937643.357142857,14
"1532",47,"HARLEM-EAST              ",856588.909090909,11
"1533",48,"HARLEM-EAST              ",6022702,67
"1534",37,"HARLEM-UPPER             ",1405786.47619048,21
"1535",38,"HARLEM-UPPER             ",2267154.1,10
"1536",39,"HARLEM-UPPER             ",5641768.875,8
"1537",40,"HARLEM-UPPER             ",1964615.14285714,7
"1538",41,"HARLEM-UPPER             ",2852808.41666667,12
"1539",42,"HARLEM-UPPER             ",2468070.7,10
"1540",43,"HARLEM-UPPER             ",1652799.88888889,9
"1541",44,"HARLEM-UPPER             ",900337.2,10
"1542",45,"HARLEM-UPPER             ",2463333.33333333,6
"1543",46,"HARLEM-UPPER             ",1244020.2,5
"1544",47,"HARLEM-UPPER             ",837788.888888889,9
"1545",48,"HARLEM-UPPER             ",1086108.33333333,6
"1546",37,"HARLEM-WEST              ",5749273.5,8
"1547",38,"HARLEM-WEST              ",2.3e+07,1
"1548",39,"HARLEM-WEST              ",250000,1
"1549",40,"HARLEM-WEST              ",24156000,2
"1550",41,"HARLEM-WEST              ",3205368.75,4
"1551",42,"HARLEM-WEST              ",6142965.83333333,6
"1552",43,"HARLEM-WEST              ",510000,1
"1553",44,"HARLEM-WEST              ",913612,1
"1554",45,"HARLEM-WEST              ",401000,1
"1555",46,"HARLEM-WEST              ",5144000,6
"1556",47,"HARLEM-WEST              ",1020000,3
"1557",48,"HARLEM-WEST              ",926250,2
"1558",37,"INWOOD                   ",408500,4
"1559",38,"INWOOD                   ",1045615.38461538,13
"1560",39,"INWOOD                   ",1186029,16
"1561",40,"INWOOD                   ",433944.444444444,9
"1562",41,"INWOOD                   ",501300,5
"1563",42,"INWOOD                   ",495750,6
"1564",43,"INWOOD                   ",418363.636363636,11
"1565",44,"INWOOD                   ",2319900,10
"1566",45,"INWOOD                   ",435419.222222222,9
"1567",46,"INWOOD                   ",4386000,5
"1568",47,"INWOOD                   ",603860.222222222,9
"1569",48,"INWOOD                   ",6755329.5,16
"1570",37,"JAVITS CENTER            ",475919.5,2
"1571",38,"JAVITS CENTER            ",1,2
"1572",39,"JAVITS CENTER            ",69280042,3
"1573",40,"JAVITS CENTER            ",1763232,1
"1574",41,"JAVITS CENTER            ",646666.666666667,3
"1575",42,"JAVITS CENTER            ",1226271.42857143,7
"1576",44,"JAVITS CENTER            ",25025602.2,5
"1577",45,"JAVITS CENTER            ",360000,2
"1578",46,"JAVITS CENTER            ",8940000,3
"1579",47,"JAVITS CENTER            ",830000,1
"1580",48,"JAVITS CENTER            ",153333333.333333,3
"1581",37,"KIPS BAY                 ",1264434.75,12
"1582",38,"KIPS BAY                 ",1907916.66666667,18
"1583",39,"KIPS BAY                 ",5503498.18181818,22
"1584",40,"KIPS BAY                 ",1277096.3125,16
"1585",41,"KIPS BAY                 ",1558324.17647059,17
"1586",42,"KIPS BAY                 ",1065827.36842105,19
"1587",43,"KIPS BAY                 ",957021.739130435,23
"1588",44,"KIPS BAY                 ",1087330.79166667,24
"1589",45,"KIPS BAY                 ",1551170.93333333,15
"1590",46,"KIPS BAY                 ",1291433.33333333,15
"1591",47,"KIPS BAY                 ",22640900,8
"1592",48,"KIPS BAY                 ",26184542.6,25
"1593",37,"LITTLE ITALY             ",1067000,5
"1594",38,"LITTLE ITALY             ",10149625,4
"1595",39,"LITTLE ITALY             ",5443750,4
"1596",40,"LITTLE ITALY             ",10658213.3333333,3
"1597",41,"LITTLE ITALY             ",2897500,2
"1598",42,"LITTLE ITALY             ",21210343.75,4
"1599",43,"LITTLE ITALY             ",3931000,2
"1600",44,"LITTLE ITALY             ",8456100,5
"1601",45,"LITTLE ITALY             ",4902000,3
"1602",46,"LITTLE ITALY             ",3900000,1
"1603",47,"LITTLE ITALY             ",9050000,2
"1604",48,"LITTLE ITALY             ",6650000,2
"1605",37,"LOWER EAST SIDE          ",1129928.57142857,14
"1606",38,"LOWER EAST SIDE          ",6829842.10526316,19
"1607",39,"LOWER EAST SIDE          ",1078150,12
"1608",40,"LOWER EAST SIDE          ",3669156.25,16
"1609",41,"LOWER EAST SIDE          ",1487046.95238095,21
"1610",42,"LOWER EAST SIDE          ",1530251.93548387,31
"1611",43,"LOWER EAST SIDE          ",2065437.28571429,21
"1612",44,"LOWER EAST SIDE          ",711000,15
"1613",45,"LOWER EAST SIDE          ",2344870.96774194,31
"1614",46,"LOWER EAST SIDE          ",5072333.33333333,15
"1615",47,"LOWER EAST SIDE          ",1308905.47368421,19
"1616",48,"LOWER EAST SIDE          ",2142411.76470588,17
"1617",43,"MANHATTAN-UNKNOWN        ",4407080,1
"1618",37,"MANHATTAN VALLEY         ",953500,10
"1619",38,"MANHATTAN VALLEY         ",7170316.4,10
"1620",39,"MANHATTAN VALLEY         ",950792.6,15
"1621",40,"MANHATTAN VALLEY         ",919706.571428571,7
"1622",41,"MANHATTAN VALLEY         ",1309301.26666667,15
"1623",42,"MANHATTAN VALLEY         ",1697347.15789474,19
"1624",43,"MANHATTAN VALLEY         ",3376622.66666667,12
"1625",44,"MANHATTAN VALLEY         ",1493111.11111111,9
"1626",45,"MANHATTAN VALLEY         ",798308,10
"1627",46,"MANHATTAN VALLEY         ",2027468.75,16
"1628",47,"MANHATTAN VALLEY         ",1600357.4,10
"1629",48,"MANHATTAN VALLEY         ",1163333.41666667,12
"1630",37,"MIDTOWN CBD              ",7723644.42857143,14
"1631",38,"MIDTOWN CBD              ",13473021.9411765,17
"1632",39,"MIDTOWN CBD              ",40576099.826087,23
"1633",40,"MIDTOWN CBD              ",13951390.7142857,14
"1634",41,"MIDTOWN CBD              ",98216747.368421,19
"1635",42,"MIDTOWN CBD              ",56001501.0434783,23
"1636",43,"MIDTOWN CBD              ",9583694.72222222,18
"1637",44,"MIDTOWN CBD              ",9207774.5,18
"1638",45,"MIDTOWN CBD              ",12719954.2105263,19
"1639",46,"MIDTOWN CBD              ",27751111.0666667,15
"1640",47,"MIDTOWN CBD              ",7388255,10
"1641",48,"MIDTOWN CBD              ",10033702.55,20
"1642",37,"MIDTOWN EAST             ",6624428.8,85
"1643",38,"MIDTOWN EAST             ",6873824.08641975,81
"1644",39,"MIDTOWN EAST             ",1255023.72413793,87
"1645",40,"MIDTOWN EAST             ",1440106.26136364,88
"1646",41,"MIDTOWN EAST             ",1766764.82474227,97
"1647",42,"MIDTOWN EAST             ",1332078.13223141,121
"1648",43,"MIDTOWN EAST             ",1894739.47560976,82
"1649",44,"MIDTOWN EAST             ",1721591.87272727,110
"1650",45,"MIDTOWN EAST             ",1499471.03797468,79
"1651",46,"MIDTOWN EAST             ",1306818.69767442,86
"1652",47,"MIDTOWN EAST             ",1365790.20731707,82
"1653",48,"MIDTOWN EAST             ",1466514.4122807,114
"1654",37,"MIDTOWN WEST             ",7326188.36615385,325
"1655",38,"MIDTOWN WEST             ",1343978.18930041,243
"1656",39,"MIDTOWN WEST             ",936809.089673913,368
"1657",40,"MIDTOWN WEST             ",627786.24122807,228
"1658",41,"MIDTOWN WEST             ",9737898.56632653,196
"1659",42,"MIDTOWN WEST             ",1984733.25108225,231
"1660",43,"MIDTOWN WEST             ",941754.577836412,379
"1661",44,"MIDTOWN WEST             ",2016942.53508772,114
"1662",45,"MIDTOWN WEST             ",781268.856164384,146
"1663",46,"MIDTOWN WEST             ",2698925.03333333,60
"1664",47,"MIDTOWN WEST             ",2354900.625,40
"1665",48,"MIDTOWN WEST             ",2994299.10416667,48
"1666",37,"MORNINGSIDE HEIGHTS      ",16403333.3333333,6
"1667",38,"MORNINGSIDE HEIGHTS      ",8060686.2,5
"1668",39,"MORNINGSIDE HEIGHTS      ",561166.666666667,6
"1669",40,"MORNINGSIDE HEIGHTS      ",418750,4
"1670",41,"MORNINGSIDE HEIGHTS      ",678166.666666667,6
"1671",42,"MORNINGSIDE HEIGHTS      ",660666.666666667,9
"1672",43,"MORNINGSIDE HEIGHTS      ",458500,2
"1673",44,"MORNINGSIDE HEIGHTS      ",652500,14
"1674",45,"MORNINGSIDE HEIGHTS      ",838750,4
"1675",46,"MORNINGSIDE HEIGHTS      ",597986,8
"1676",47,"MORNINGSIDE HEIGHTS      ",390333.333333333,3
"1677",48,"MORNINGSIDE HEIGHTS      ",516000,5
"1678",37,"MURRAY HILL              ",2054816.9,40
"1679",38,"MURRAY HILL              ",4025639.16216216,37
"1680",39,"MURRAY HILL              ",1135678.25,44
"1681",40,"MURRAY HILL              ",1932009.21621622,37
"1682",41,"MURRAY HILL              ",2426242.42307692,26
"1683",42,"MURRAY HILL              ",2429805.76470588,51
"1684",43,"MURRAY HILL              ",1293546.11538462,52
"1685",44,"MURRAY HILL              ",7232800.22222222,45
"1686",45,"MURRAY HILL              ",1413961.6122449,49
"1687",46,"MURRAY HILL              ",944790.386363636,44
"1688",47,"MURRAY HILL              ",1845764.88571429,35
"1689",48,"MURRAY HILL              ",4005427.9375,48
"1690",37,"SOHO                     ",20208033.75,16
"1691",38,"SOHO                     ",4278521.58139535,43
"1692",39,"SOHO                     ",6111692.27586207,29
"1693",40,"SOHO                     ",23225587.2142857,14
"1694",41,"SOHO                     ",4456549,24
"1695",42,"SOHO                     ",4174953.66666667,33
"1696",43,"SOHO                     ",4919797.44827586,29
"1697",44,"SOHO                     ",4661545.03571429,28
"1698",45,"SOHO                     ",3976130.35714286,14
"1699",46,"SOHO                     ",5646753,17
"1700",47,"SOHO                     ",15523016.6666667,9
"1701",48,"SOHO                     ",3988364.03703704,27
"1702",37,"SOUTHBRIDGE              ",5457875,8
"1703",38,"SOUTHBRIDGE              ",906705.882352941,17
"1704",39,"SOUTHBRIDGE              ",808888.888888889,9
"1705",40,"SOUTHBRIDGE              ",4836274.88888889,9
"1706",41,"SOUTHBRIDGE              ",18626670.1111111,9
"1707",42,"SOUTHBRIDGE              ",977625,16
"1708",43,"SOUTHBRIDGE              ",862857.571428571,7
"1709",44,"SOUTHBRIDGE              ",1049942.52941176,17
"1710",45,"SOUTHBRIDGE              ",1482987.09090909,11
"1711",46,"SOUTHBRIDGE              ",1139715.81818182,11
"1712",47,"SOUTHBRIDGE              ",1282149.66666667,9
"1713",48,"SOUTHBRIDGE              ",1033621.125,8
"1714",37,"TRIBECA                  ",3225461.375,56
"1715",38,"TRIBECA                  ",3242727.5,28
"1716",39,"TRIBECA                  ",3040250.26470588,34
"1717",40,"TRIBECA                  ",3782327.5,24
"1718",41,"TRIBECA                  ",3960115.30555556,36
"1719",42,"TRIBECA                  ",39418705.2244898,49
"1720",43,"TRIBECA                  ",4739830.2962963,27
"1721",44,"TRIBECA                  ",3347016.39130435,46
"1722",45,"TRIBECA                  ",7290875.30612245,49
"1723",46,"TRIBECA                  ",3178367.46428571,28
"1724",47,"TRIBECA                  ",3537441.42222222,45
"1725",48,"TRIBECA                  ",3602586.62745098,51
"1726",37,"UPPER EAST SIDE (59-79)  ",2074823.10606061,132
"1727",38,"UPPER EAST SIDE (59-79)  ",3029784.59701493,134
"1728",39,"UPPER EAST SIDE (59-79)  ",4906747.79166667,120
"1729",40,"UPPER EAST SIDE (59-79)  ",3593967.27464789,142
"1730",41,"UPPER EAST SIDE (59-79)  ",1996335.22137405,131
"1731",42,"UPPER EAST SIDE (59-79)  ",2102820.39877301,163
"1732",43,"UPPER EAST SIDE (59-79)  ",1684875.61764706,136
"1733",44,"UPPER EAST SIDE (59-79)  ",2466655.03896104,154
"1734",45,"UPPER EAST SIDE (59-79)  ",2554204.17021277,141
"1735",46,"UPPER EAST SIDE (59-79)  ",2231667.13513514,111
"1736",47,"UPPER EAST SIDE (59-79)  ",2467396.67676768,99
"1737",48,"UPPER EAST SIDE (59-79)  ",1938366.69811321,106
"1738",37,"UPPER EAST SIDE (79-96)  ",1935893.9020979,143
"1739",38,"UPPER EAST SIDE (79-96)  ",2231036.9137931,116
"1740",39,"UPPER EAST SIDE (79-96)  ",1971100.12977099,131
"1741",40,"UPPER EAST SIDE (79-96)  ",3188535.08333333,96
"1742",41,"UPPER EAST SIDE (79-96)  ",3044667.58762887,97
"1743",42,"UPPER EAST SIDE (79-96)  ",2520975.03937008,127
"1744",43,"UPPER EAST SIDE (79-96)  ",3782265.28448276,116
"1745",44,"UPPER EAST SIDE (79-96)  ",1733291.19491525,118
"1746",45,"UPPER EAST SIDE (79-96)  ",2131712.15702479,121
"1747",46,"UPPER EAST SIDE (79-96)  ",2737443.70588235,85
"1748",47,"UPPER EAST SIDE (79-96)  ",2203930.91304348,69
"1749",48,"UPPER EAST SIDE (79-96)  ",1670717.5375,80
"1750",37,"UPPER EAST SIDE (96-110) ",895000,1
"1751",38,"UPPER EAST SIDE (96-110) ",2148832.33333333,3
"1752",39,"UPPER EAST SIDE (96-110) ",975174.555555556,9
"1753",40,"UPPER EAST SIDE (96-110) ",6025000,5
"1754",41,"UPPER EAST SIDE (96-110) ",2312972.28571429,7
"1755",42,"UPPER EAST SIDE (96-110) ",1900000,1
"1756",43,"UPPER EAST SIDE (96-110) ",1856924.25,8
"1757",44,"UPPER EAST SIDE (96-110) ",1886700,6
"1758",45,"UPPER EAST SIDE (96-110) ",640000,2
"1759",46,"UPPER EAST SIDE (96-110) ",2950000,1
"1760",47,"UPPER EAST SIDE (96-110) ",1380000,2
"1761",48,"UPPER EAST SIDE (96-110) ",4922250,6
"1762",37,"UPPER WEST SIDE (59-79)  ",2109344.34883721,86
"1763",38,"UPPER WEST SIDE (59-79)  ",2375895.14634146,82
"1764",39,"UPPER WEST SIDE (59-79)  ",2977331.45263158,95
"1765",40,"UPPER WEST SIDE (59-79)  ",1648576.37662338,77
"1766",41,"UPPER WEST SIDE (59-79)  ",1771958.20175439,114
"1767",42,"UPPER WEST SIDE (59-79)  ",4561395.09090909,121
"1768",43,"UPPER WEST SIDE (59-79)  ",1834533.92473118,93
"1769",44,"UPPER WEST SIDE (59-79)  ",1625040.20869565,115
"1770",45,"UPPER WEST SIDE (59-79)  ",2482525.98969072,97
"1771",46,"UPPER WEST SIDE (59-79)  ",1806790.60526316,76
"1772",47,"UPPER WEST SIDE (59-79)  ",2221464.82978723,94
"1773",48,"UPPER WEST SIDE (59-79)  ",4571353.82105263,95
"1774",37,"UPPER WEST SIDE (79-96)  ",1922488.07692308,78
"1775",38,"UPPER WEST SIDE (79-96)  ",2259085.05357143,56
"1776",39,"UPPER WEST SIDE (79-96)  ",2045632.30612245,49
"1777",40,"UPPER WEST SIDE (79-96)  ",1749006.57142857,49
"1778",41,"UPPER WEST SIDE (79-96)  ",2298969.75,60
"1779",42,"UPPER WEST SIDE (79-96)  ",2981147.86486486,74
"1780",43,"UPPER WEST SIDE (79-96)  ",2712768.68918919,74
"1781",44,"UPPER WEST SIDE (79-96)  ",2117647.58666667,75
"1782",45,"UPPER WEST SIDE (79-96)  ",1650747.56338028,71
"1783",46,"UPPER WEST SIDE (79-96)  ",1426368.89473684,57
"1784",47,"UPPER WEST SIDE (79-96)  ",5153137.51111111,45
"1785",48,"UPPER WEST SIDE (79-96)  ",2165745.4,55
"1786",37,"UPPER WEST SIDE (96-116) ",2049782.89285714,28
"1787",38,"UPPER WEST SIDE (96-116) ",1092437.5,16
"1788",39,"UPPER WEST SIDE (96-116) ",2205518.92592593,27
"1789",40,"UPPER WEST SIDE (96-116) ",1776132.38095238,21
"1790",41,"UPPER WEST SIDE (96-116) ",2065586.91304348,23
"1791",42,"UPPER WEST SIDE (96-116) ",3422227.16,50
"1792",43,"UPPER WEST SIDE (96-116) ",1768678.4137931,29
"1793",44,"UPPER WEST SIDE (96-116) ",1718575.37777778,45
"1794",45,"UPPER WEST SIDE (96-116) ",1512737.08333333,24
"1795",46,"UPPER WEST SIDE (96-116) ",5329579.08695652,23
"1796",47,"UPPER WEST SIDE (96-116) ",1621028.86363636,22
"1797",48,"UPPER WEST SIDE (96-116) ",1252669.81818182,33
"1798",37,"WASHINGTON HEIGHTS LOWER ",1065337.88888889,9
"1799",38,"WASHINGTON HEIGHTS LOWER ",1476468.55555556,18
"1800",39,"WASHINGTON HEIGHTS LOWER ",3166716.14285714,7
"1801",40,"WASHINGTON HEIGHTS LOWER ",1458163.11111111,9
"1802",41,"WASHINGTON HEIGHTS LOWER ",8869752.38461538,13
"1803",42,"WASHINGTON HEIGHTS LOWER ",3557972.75,12
"1804",43,"WASHINGTON HEIGHTS LOWER ",3949266.66666667,15
"1805",44,"WASHINGTON HEIGHTS LOWER ",1634321.42857143,7
"1806",45,"WASHINGTON HEIGHTS LOWER ",697091.75,8
"1807",46,"WASHINGTON HEIGHTS LOWER ",575166.666666667,6
"1808",47,"WASHINGTON HEIGHTS LOWER ",10900502.3571429,14
"1809",48,"WASHINGTON HEIGHTS LOWER ",6271611.11111111,9
"1810",37,"WASHINGTON HEIGHTS UPPER ",2313528.33333333,15
"1811",38,"WASHINGTON HEIGHTS UPPER ",2703516.66666667,24
"1812",39,"WASHINGTON HEIGHTS UPPER ",2174530.28571429,21
"1813",40,"WASHINGTON HEIGHTS UPPER ",1833813.90909091,22
"1814",41,"WASHINGTON HEIGHTS UPPER ",3647536.42857143,21
"1815",42,"WASHINGTON HEIGHTS UPPER ",1725757.48780488,41
"1816",43,"WASHINGTON HEIGHTS UPPER ",1269521.4516129,31
"1817",44,"WASHINGTON HEIGHTS UPPER ",1703866.35483871,31
"1818",45,"WASHINGTON HEIGHTS UPPER ",530770.818181818,22
"1819",46,"WASHINGTON HEIGHTS UPPER ",789205.882352941,17
"1820",47,"WASHINGTON HEIGHTS UPPER ",1887190.53571429,28
"1821",48,"WASHINGTON HEIGHTS UPPER ",1563570.74074074,27
"1822",49,"ALPHABET CITY",1337053.58823529,17
"1823",50,"ALPHABET CITY",1049460.125,8
"1824",51,"ALPHABET CITY",2062777.77777778,9
"1825",52,"ALPHABET CITY",1460798.75,12
"1826",53,"ALPHABET CITY",1237728.08333333,12
"1827",54,"ALPHABET CITY",2165166.66666667,15
"1828",55,"ALPHABET CITY",1545500,14
"1829",56,"ALPHABET CITY",1350894.86666667,15
"1830",57,"ALPHABET CITY",918395.666666667,9
"1831",58,"ALPHABET CITY",803324.666666667,3
"1832",59,"ALPHABET CITY",1319200,10
"1833",60,"ALPHABET CITY",3677747.81818182,11
"1834",49,"CHELSEA",2357773.11864407,59
"1835",50,"CHELSEA",2414796.2238806,67
"1836",51,"CHELSEA",1574618.72222222,54
"1837",52,"CHELSEA",3052112.54347826,46
"1838",53,"CHELSEA",1141388.80701754,57
"1839",54,"CHELSEA",2460349.98795181,83
"1840",55,"CHELSEA",2465498.23076923,65
"1841",56,"CHELSEA",5136959.3125,64
"1842",57,"CHELSEA",1601430.26923077,52
"1843",58,"CHELSEA",18224675.8301887,53
"1844",59,"CHELSEA",1497453.93939394,33
"1845",60,"CHELSEA",1659069.01666667,60
"1846",49,"CHINATOWN",1665243,7
"1847",50,"CHINATOWN",1934083.57142857,7
"1848",51,"CHINATOWN",2338285.4,5
"1849",52,"CHINATOWN",1907500,3
"1850",53,"CHINATOWN",4485312.5,8
"1851",54,"CHINATOWN",1453000,3
"1852",55,"CHINATOWN",1497502.5,4
"1853",56,"CHINATOWN",2562972.66666667,9
"1854",57,"CHINATOWN",1082633.85714286,7
"1855",58,"CHINATOWN",3334295.25,4
"1856",59,"CHINATOWN",2105000,4
"1857",60,"CHINATOWN",713517.176470588,17
"1858",49,"CIVIC CENTER",6613024.86486487,37
"1859",50,"CIVIC CENTER",7203733.36842105,19
"1860",51,"CIVIC CENTER",8317439.34782609,23
"1861",52,"CIVIC CENTER",8474507.28125,32
"1862",53,"CIVIC CENTER",7845296.21428571,28
"1863",54,"CIVIC CENTER",8629266.45,20
"1864",55,"CIVIC CENTER",12961904.2222222,18
"1865",56,"CIVIC CENTER",6079413.82352941,17
"1866",57,"CIVIC CENTER",3135748.8,10
"1867",58,"CIVIC CENTER",4013428.57142857,14
"1868",59,"CIVIC CENTER",13942243.8,15
"1869",60,"CIVIC CENTER",3593152.64285714,14
"1870",49,"CLINTON",3235317.07692308,13
"1871",50,"CLINTON",1643412.03703704,27
"1872",51,"CLINTON",1961019.72727273,22
"1873",52,"CLINTON",997615.6875,16
"1874",53,"CLINTON",2357727.69444444,36
"1875",54,"CLINTON",1900274.36,25
"1876",55,"CLINTON",2341200.22222222,36
"1877",56,"CLINTON",1861708.48484848,33
"1878",57,"CLINTON",5975451.55555556,18
"1879",58,"CLINTON",1477592.61904762,21
"1880",59,"CLINTON",1324456.68965517,29
"1881",60,"CLINTON",2165169.5,26
"1882",49,"EAST VILLAGE",3527500,8
"1883",50,"EAST VILLAGE",1197111.11111111,9
"1884",51,"EAST VILLAGE",1734625,8
"1885",52,"EAST VILLAGE",1229029.44444444,9
"1886",53,"EAST VILLAGE",3097454.54545455,11
"1887",54,"EAST VILLAGE",5440776.84,25
"1888",55,"EAST VILLAGE",1552939.66666667,15
"1889",56,"EAST VILLAGE",3510650.30769231,13
"1890",57,"EAST VILLAGE",2548725.36363636,11
"1891",58,"EAST VILLAGE",3146700,5
"1892",59,"EAST VILLAGE",1322709.125,8
"1893",60,"EAST VILLAGE",4442198.41666667,12
"1894",49,"FASHION",968093.75,4
"1895",50,"FASHION",9583333.33333333,3
"1896",51,"FASHION",11157346,5
"1897",52,"FASHION",1137500,2
"1898",53,"FASHION",3792500,9
"1899",54,"FASHION",2042500,6
"1900",55,"FASHION",1478000,3
"1901",56,"FASHION",16997856.2,10
"1902",57,"FASHION",2148516.25,4
"1903",58,"FASHION",7722673.125,8
"1904",59,"FASHION",24443653.5,8
"1905",60,"FASHION",6282333.33333333,6
"1906",49,"FINANCIAL",31643008.9473684,38
"1907",50,"FINANCIAL",1935020.53061224,49
"1908",51,"FINANCIAL",2341321.69090909,55
"1909",52,"FINANCIAL",2164961.22916667,48
"1910",53,"FINANCIAL",18770869.7073171,41
"1911",54,"FINANCIAL",2190211.28571429,35
"1912",55,"FINANCIAL",3897460.66666667,30
"1913",56,"FINANCIAL",3323599.42553191,47
"1914",57,"FINANCIAL",1268663.83783784,37
"1915",58,"FINANCIAL",2888111.91304348,23
"1916",59,"FINANCIAL",1868478.92,25
"1917",60,"FINANCIAL",1262968.2,25
"1918",49,"FLATIRON",3488917.70588235,34
"1919",50,"FLATIRON",3832680.28571429,28
"1920",51,"FLATIRON",3805634.6,35
"1921",52,"FLATIRON",6803294.5,46
"1922",53,"FLATIRON",3434372.27027027,37
"1923",54,"FLATIRON",4151058.84375,32
"1924",55,"FLATIRON",6523267.64864865,37
"1925",56,"FLATIRON",4975132.81081081,74
"1926",57,"FLATIRON",1213864.28571429,14
"1927",58,"FLATIRON",3508125.93333333,30
"1928",59,"FLATIRON",3349898.13636364,22
"1929",60,"FLATIRON",8359360.46153846,26
"1930",49,"GRAMERCY",1163311.66666667,27
"1931",50,"GRAMERCY",1290586.0625,32
"1932",51,"GRAMERCY",1213166.61538462,26
"1933",52,"GRAMERCY",1401726.6969697,33
"1934",53,"GRAMERCY",1809672.68421053,38
"1935",54,"GRAMERCY",3451127.13333333,30
"1936",55,"GRAMERCY",2067165.27272727,33
"1937",56,"GRAMERCY",1553861.4893617,47
"1938",57,"GRAMERCY",2206413.10810811,37
