"","Month","Neighbourhood","Mean","Count"
"489",21,"CHINATOWN                ",2850525.5,8
"490",22,"CHINATOWN                ",1495168.7,10
"491",23,"CHINATOWN                ",2444760.70833333,24
"492",24,"CHINATOWN                ",2373547.4137931,29
"493",13,"CIVIC CENTER             ",2699423.40425532,47
"494",14,"CIVIC CENTER             ",2853945.2,20
"495",15,"CIVIC CENTER             ",2418747.71428571,21
"496",16,"CIVIC CENTER             ",3599562.58333333,24
"497",17,"CIVIC CENTER             ",1985911.30769231,13
"498",18,"CIVIC CENTER             ",6041461.7,10
"499",19,"CIVIC CENTER             ",4120258.4375,16
"500",20,"CIVIC CENTER             ",8743738.07692308,13
"501",21,"CIVIC CENTER             ",2373067,8
"502",22,"CIVIC CENTER             ",1504034.33333333,6
"503",23,"CIVIC CENTER             ",2526833.33333333,3
"504",24,"CIVIC CENTER             ",34063912,10
"505",13,"CLINTON                  ",743828.823529412,17
"506",14,"CLINTON                  ",803373.785714286,14
"507",15,"CLINTON                  ",1135627.27272727,11
"508",16,"CLINTON                  ",1743516.47058824,17
"509",17,"CLINTON                  ",2090648.21052632,19
"510",18,"CLINTON                  ",2866056.70833333,24
"511",19,"CLINTON                  ",2655771.07142857,28
"512",20,"CLINTON                  ",3032107.71428571,21
"513",21,"CLINTON                  ",2244473.68421053,19
"514",22,"CLINTON                  ",1683857.44444444,18
"515",23,"CLINTON                  ",1361737.95454545,22
"516",24,"CLINTON                  ",1563022.22727273,22
"517",13,"EAST VILLAGE             ",2203445.06666667,15
"518",14,"EAST VILLAGE             ",1138252.5,4
"519",15,"EAST VILLAGE             ",2679900,10
"520",16,"EAST VILLAGE             ",1712484.90909091,11
"521",17,"EAST VILLAGE             ",1102375.76923077,26
"522",18,"EAST VILLAGE             ",1754576.71153846,52
"523",19,"EAST VILLAGE             ",3093500.48648649,37
"524",20,"EAST VILLAGE             ",1522483.27272727,22
"525",21,"EAST VILLAGE             ",1355407.14285714,21
"526",22,"EAST VILLAGE             ",1908086.8,25
"527",23,"EAST VILLAGE             ",4320555.55555556,9
"528",24,"EAST VILLAGE             ",1596402.6,15
"529",13,"FASHION                  ",13224846.1538462,13
"530",14,"FASHION                  ",6792237.33333333,9
"531",15,"FASHION                  ",16608496.0909091,11
"532",16,"FASHION                  ",36244869.2307692,13
"533",17,"FASHION                  ",7392223.33333333,9
"534",18,"FASHION                  ",4884277.5,12
"535",19,"FASHION                  ",27275617.1875,16
"536",20,"FASHION                  ",7873125,8
"537",21,"FASHION                  ",19945905.8823529,17
"538",22,"FASHION                  ",21114375,8
"539",23,"FASHION                  ",116462103.571429,7
"540",24,"FASHION                  ",4106869.60869565,23
"541",13,"FINANCIAL                ",6879639.13157895,38
"542",14,"FINANCIAL                ",2268300.84615385,39
"543",15,"FINANCIAL                ",3286885.5,46
"544",16,"FINANCIAL                ",6273136.63492064,63
"545",17,"FINANCIAL                ",11881329.9836066,61
"546",18,"FINANCIAL                ",2948697.5,40
"547",19,"FINANCIAL                ",3090955.61111111,36
"548",20,"FINANCIAL                ",8595841.33333333,48
"549",21,"FINANCIAL                ",29543164.0731707,41
"550",22,"FINANCIAL                ",4067001.91428571,35
"551",23,"FINANCIAL                ",1342295.71052632,38
"552",24,"FINANCIAL                ",4763522.11904762,42
"553",13,"FLATIRON                 ",5348433.075,40
"554",14,"FLATIRON                 ",6565880.86363636,22
"555",15,"FLATIRON                 ",4869102.83333333,24
"556",16,"FLATIRON                 ",2604148.09375,32
"557",17,"FLATIRON                 ",7332124.96153846,26
"558",18,"FLATIRON                 ",4682651.46808511,47
"559",19,"FLATIRON                 ",3688494.15384615,39
"560",20,"FLATIRON                 ",3384044.76,25
"561",21,"FLATIRON                 ",3597466.51724138,29
"562",22,"FLATIRON                 ",2793730.82352941,34
"563",23,"FLATIRON                 ",2899004.34782609,23
"564",24,"FLATIRON                 ",4487514.35,20
"565",13,"GRAMERCY                 ",2999313.76086957,46
"566",14,"GRAMERCY                 ",990874.833333333,36
"567",15,"GRAMERCY                 ",1417335.04255319,47
"568",16,"GRAMERCY                 ",917869.566666667,30
"569",17,"GRAMERCY                 ",955509.866666667,45
"570",18,"GRAMERCY                 ",1256432.53448276,58
"571",19,"GRAMERCY                 ",1309293.51851852,54
"572",20,"GRAMERCY                 ",3814420.38297872,47
"573",21,"GRAMERCY                 ",1120881.7704918,61
"574",22,"GRAMERCY                 ",1713244.25423729,59
"575",23,"GRAMERCY                 ",2021493.36585366,41
"576",24,"GRAMERCY                 ",6262172.01851852,54
"577",13,"GREENWICH VILLAGE-CENTRAL",3636539.76,50
"578",14,"GREENWICH VILLAGE-CENTRAL",2995661.29032258,31
"579",15,"GREENWICH VILLAGE-CENTRAL",1483931.8,35
"580",16,"GREENWICH VILLAGE-CENTRAL",1141806.41025641,39
"581",17,"GREENWICH VILLAGE-CENTRAL",1954639.91891892,37
"582",18,"GREENWICH VILLAGE-CENTRAL",1891060.12121212,66
"583",19,"GREENWICH VILLAGE-CENTRAL",1714099.49275362,69
"584",20,"GREENWICH VILLAGE-CENTRAL",1508508.67924528,53
"585",21,"GREENWICH VILLAGE-CENTRAL",2404522.46,50
"586",22,"GREENWICH VILLAGE-CENTRAL",4912991.52,50
"587",23,"GREENWICH VILLAGE-CENTRAL",3330981.61764706,34
"588",24,"GREENWICH VILLAGE-CENTRAL",5713532.90697674,43
"589",13,"GREENWICH VILLAGE-WEST   ",1950570.86486486,37
"590",14,"GREENWICH VILLAGE-WEST   ",2866217.68571429,35
"591",15,"GREENWICH VILLAGE-WEST   ",4860973.09302326,43
"592",16,"GREENWICH VILLAGE-WEST   ",2780779.94444444,36
"593",17,"GREENWICH VILLAGE-WEST   ",4918636.86363636,44
"594",18,"GREENWICH VILLAGE-WEST   ",2361240.04081633,49
"595",19,"GREENWICH VILLAGE-WEST   ",2180307.125,48
"596",20,"GREENWICH VILLAGE-WEST   ",5092671.72222222,36
"597",21,"GREENWICH VILLAGE-WEST   ",3044649.66,50
"598",22,"GREENWICH VILLAGE-WEST   ",2300460.26666667,45
"599",23,"GREENWICH VILLAGE-WEST   ",6115183,31
"600",24,"GREENWICH VILLAGE-WEST   ",2685295.97777778,45
"601",13,"HARLEM-CENTRAL           ",886521.825396825,63
"602",14,"HARLEM-CENTRAL           ",1515406.54237288,59
"603",15,"HARLEM-CENTRAL           ",809659.333333333,45
"604",16,"HARLEM-CENTRAL           ",1904042.75806452,62
"605",17,"HARLEM-CENTRAL           ",1045701.37974684,79
"606",18,"HARLEM-CENTRAL           ",1369319.03030303,99
"607",19,"HARLEM-CENTRAL           ",1448091.81609195,87
"608",20,"HARLEM-CENTRAL           ",1685813.0625,48
"609",21,"HARLEM-CENTRAL           ",1912530.015625,64
"610",22,"HARLEM-CENTRAL           ",3383228.42307692,52
"611",23,"HARLEM-CENTRAL           ",1629624.86111111,36
"612",24,"HARLEM-CENTRAL           ",2553576.35087719,57
"613",13,"HARLEM-EAST              ",1724376.44444444,9
"614",14,"HARLEM-EAST              ",1319988.25,8
"615",15,"HARLEM-EAST              ",2463586.0625,16
"616",16,"HARLEM-EAST              ",3167462.66666667,9
"617",17,"HARLEM-EAST              ",2229318,10
"618",18,"HARLEM-EAST              ",1042530.61904762,21
"619",19,"HARLEM-EAST              ",925339,17
"620",20,"HARLEM-EAST              ",2268660.85714286,14
"621",21,"HARLEM-EAST              ",1320337.42857143,7
"622",22,"HARLEM-EAST              ",18439104.3913043,23
"623",23,"HARLEM-EAST              ",2185000,12
"624",24,"HARLEM-EAST              ",4525851.61538462,13
"625",13,"HARLEM-UPPER             ",2307104.28571429,7
"626",14,"HARLEM-UPPER             ",2550001.42857143,7
"627",15,"HARLEM-UPPER             ",1776133.33333333,15
"628",16,"HARLEM-UPPER             ",736741.928571429,14
"629",17,"HARLEM-UPPER             ",1530325.72727273,11
"630",18,"HARLEM-UPPER             ",2009105.78571429,14
"631",19,"HARLEM-UPPER             ",1367952.15789474,19
"632",20,"HARLEM-UPPER             ",2442824.32,25
"633",21,"HARLEM-UPPER             ",618061.4,15
"634",22,"HARLEM-UPPER             ",647270,8
"635",23,"HARLEM-UPPER             ",2562999.11111111,9
"636",24,"HARLEM-UPPER             ",1105058.46153846,13
"637",13,"HARLEM-WEST              ",1275000,2
"638",14,"HARLEM-WEST              ",9399999.66666667,3
"639",15,"HARLEM-WEST              ",5716000,4
"640",16,"HARLEM-WEST              ",8500000,1
"641",17,"HARLEM-WEST              ",1930000,3
"642",18,"HARLEM-WEST              ",353333.333333333,3
"643",19,"HARLEM-WEST              ",491549,2
"644",21,"HARLEM-WEST              ",4107500,2
"645",22,"HARLEM-WEST              ",650000,1
"646",23,"HARLEM-WEST              ",14500,1
"647",24,"HARLEM-WEST              ",1450000,1
"648",13,"INWOOD                   ",1041953.23076923,13
"649",14,"INWOOD                   ",250500,3
"650",15,"INWOOD                   ",1773079.1,10
"651",16,"INWOOD                   ",276208.333333333,12
"652",17,"INWOOD                   ",721890,9
"653",18,"INWOOD                   ",1322815.68421053,19
"654",19,"INWOOD                   ",454304.153846154,13
"655",20,"INWOOD                   ",719772.727272727,11
"656",21,"INWOOD                   ",1471075.73333333,15
"657",22,"INWOOD                   ",655800,10
"658",23,"INWOOD                   ",1237146.66666667,15
"659",24,"INWOOD                   ",1256687.5,16
"660",13,"JAVITS CENTER            ",423500,2
"661",14,"JAVITS CENTER            ",369000,1
"662",15,"JAVITS CENTER            ",399000,1
"663",16,"JAVITS CENTER            ",64714690.4285714,7
"664",17,"JAVITS CENTER            ",472000,4
"665",18,"JAVITS CENTER            ",9018800,5
"666",19,"JAVITS CENTER            ",444000,4
"667",20,"JAVITS CENTER            ",773333.333333333,3
"668",21,"JAVITS CENTER            ",425000,4
"669",22,"JAVITS CENTER            ",499250,2
"670",24,"JAVITS CENTER            ",370000,1
"671",13,"KIPS BAY                 ",1033934.21052632,19
"672",14,"KIPS BAY                 ",954821.5,14
"673",15,"KIPS BAY                 ",840656.448275862,29
"674",16,"KIPS BAY                 ",1419900.52631579,19
"675",17,"KIPS BAY                 ",764000,11
"676",18,"KIPS BAY                 ",178606977.92,25
"677",19,"KIPS BAY                 ",1057076.84615385,26
"678",20,"KIPS BAY                 ",5896000,29
"679",21,"KIPS BAY                 ",9486261.84615385,13
"680",22,"KIPS BAY                 ",858462.5,20
"681",23,"KIPS BAY                 ",1057881.3125,16
"682",24,"KIPS BAY                 ",1031032.23809524,21
"683",13,"LITTLE ITALY             ",2909000,5
"684",14,"LITTLE ITALY             ",10902500,2
"685",15,"LITTLE ITALY             ",5662282.66666667,3
"686",16,"LITTLE ITALY             ",1203000,2
"687",17,"LITTLE ITALY             ",6699553.57142857,7
"688",18,"LITTLE ITALY             ",1787500,2
"689",19,"LITTLE ITALY             ",2884500,5
"690",20,"LITTLE ITALY             ",16087609,2
"691",21,"LITTLE ITALY             ",1335000,2
"692",22,"LITTLE ITALY             ",13960119.5,4
"693",23,"LITTLE ITALY             ",13260000,4
"694",24,"LITTLE ITALY             ",3007666.6,5
"695",13,"LOWER EAST SIDE          ",1367263.33333333,24
"696",14,"LOWER EAST SIDE          ",2845944.42857143,14
"697",15,"LOWER EAST SIDE          ",3062483.6,20
"698",16,"LOWER EAST SIDE          ",913454.375,24
"699",17,"LOWER EAST SIDE          ",1876231.15384615,26
"700",18,"LOWER EAST SIDE          ",1293783.13043478,23
"701",19,"LOWER EAST SIDE          ",1632640,25
"702",20,"LOWER EAST SIDE          ",694243.766666667,30
"703",21,"LOWER EAST SIDE          ",1279856.86842105,38
"704",22,"LOWER EAST SIDE          ",2328824.11764706,34
"705",23,"LOWER EAST SIDE          ",2307330.84615385,26
"706",24,"LOWER EAST SIDE          ",2436708,21
"707",13,"MANHATTAN-UNKNOWN        ",5000,1
"708",17,"MANHATTAN-UNKNOWN        ",7500000,2
"709",13,"MANHATTAN VALLEY         ",1229079.8125,16
"710",14,"MANHATTAN VALLEY         ",962125,8
"711",15,"MANHATTAN VALLEY         ",1165187.5,8
"712",16,"MANHATTAN VALLEY         ",2598487.81818182,11
"713",17,"MANHATTAN VALLEY         ",1238344.60869565,23
"714",18,"MANHATTAN VALLEY         ",3700160,10
"715",19,"MANHATTAN VALLEY         ",3063449.58333333,12
"716",20,"MANHATTAN VALLEY         ",1886758.11764706,17
"717",21,"MANHATTAN VALLEY         ",1128162.57142857,21
"718",22,"MANHATTAN VALLEY         ",1379751.12,25
"719",23,"MANHATTAN VALLEY         ",1647126.37931034,29
"720",24,"MANHATTAN VALLEY         ",1107709.3030303,33
"721",13,"MIDTOWN CBD              ",1966833.33333333,3
"722",14,"MIDTOWN CBD              ",13397386.0625,16
"723",15,"MIDTOWN CBD              ",933500,8
"724",16,"MIDTOWN CBD              ",1593287.47058824,17
"725",17,"MIDTOWN CBD              ",47391923.0769231,13
"726",18,"MIDTOWN CBD              ",52764477.7777778,9
"727",19,"MIDTOWN CBD              ",6750019.77777778,18
"728",20,"MIDTOWN CBD              ",12461541.7333333,15
"729",21,"MIDTOWN CBD              ",3286305.55555556,9
"730",22,"MIDTOWN CBD              ",40184772.4444444,18
"731",23,"MIDTOWN CBD              ",1715184,10
"732",24,"MIDTOWN CBD              ",193983636.363636,11
"733",13,"MIDTOWN EAST             ",1041788.54255319,94
"734",14,"MIDTOWN EAST             ",1163309.23376623,77
"735",15,"MIDTOWN EAST             ",1341190.90361446,83
"736",16,"MIDTOWN EAST             ",1244939.75581395,86
"737",17,"MIDTOWN EAST             ",2971874.86956522,92
"738",18,"MIDTOWN EAST             ",1077264.75757576,99
"739",19,"MIDTOWN EAST             ",2197558.22580645,124
"740",20,"MIDTOWN EAST             ",1177663.57142857,91
"741",21,"MIDTOWN EAST             ",2307015.02941176,102
"742",22,"MIDTOWN EAST             ",1713943.02150538,93
"743",23,"MIDTOWN EAST             ",1376481.79452055,73
"744",24,"MIDTOWN EAST             ",1150432.45555556,90
"745",13,"MIDTOWN WEST             ",3434261.50229358,436
"746",14,"MIDTOWN WEST             ",546759.92,200
"747",15,"MIDTOWN WEST             ",708693.52484472,322
"748",16,"MIDTOWN WEST             ",772181.329842932,382
"749",17,"MIDTOWN WEST             ",1106206.784,250
"750",18,"MIDTOWN WEST             ",4348092.05263158,114
"751",19,"MIDTOWN WEST             ",823068.590163934,366
"752",20,"MIDTOWN WEST             ",3709709.75806452,186
"753",21,"MIDTOWN WEST             ",3361698.4,130
"754",22,"MIDTOWN WEST             ",8473258.5,192
"755",23,"MIDTOWN WEST             ",3347825.09134615,208
"756",24,"MIDTOWN WEST             ",9233079.65408805,159
"757",13,"MORNINGSIDE HEIGHTS      ",570000,1
"758",14,"MORNINGSIDE HEIGHTS      ",205536.666666667,3
"759",15,"MORNINGSIDE HEIGHTS      ",581547.8,5
"760",16,"MORNINGSIDE HEIGHTS      ",509250,4
"761",17,"MORNINGSIDE HEIGHTS      ",340600,5
"762",18,"MORNINGSIDE HEIGHTS      ",411272.5,16
"763",19,"MORNINGSIDE HEIGHTS      ",454416.666666667,6
"764",20,"MORNINGSIDE HEIGHTS      ",517187.5,8
"765",21,"MORNINGSIDE HEIGHTS      ",409000,10
"766",22,"MORNINGSIDE HEIGHTS      ",539971.428571429,7
"767",23,"MORNINGSIDE HEIGHTS      ",4431250,8
"768",24,"MORNINGSIDE HEIGHTS      ",463833.333333333,6
"769",13,"MURRAY HILL              ",1473936.5,40
"770",14,"MURRAY HILL              ",3355948.94871795,39
"771",15,"MURRAY HILL              ",3663839.47826087,46
"772",16,"MURRAY HILL              ",1494850.72413793,58
"773",17,"MURRAY HILL              ",2168324.68965517,58
"774",18,"MURRAY HILL              ",1454660.87719298,57
"775",19,"MURRAY HILL              ",1021555.38888889,54
"776",20,"MURRAY HILL              ",1719018.48,50
"777",21,"MURRAY HILL              ",5056200.59259259,54
"778",22,"MURRAY HILL              ",2672949.28846154,52
"779",23,"MURRAY HILL              ",1898417.92,50
"780",24,"MURRAY HILL              ",1983781.65384615,52
"781",13,"SOHO                     ",6551091.33333333,33
"782",14,"SOHO                     ",26006485.7692308,13
"783",15,"SOHO                     ",30675118.75,12
"784",16,"SOHO                     ",7272626.25,20
"785",17,"SOHO                     ",6549520.83333333,24
"786",18,"SOHO                     ",11327675.5263158,19
"787",19,"SOHO                     ",11852513.9,20
"788",20,"SOHO                     ",5865164.5,30
"789",21,"SOHO                     ",6222691.06896552,29
"790",22,"SOHO                     ",7857423.45833333,24
"791",23,"SOHO                     ",4768026.2,10
"792",24,"SOHO                     ",6855540.36,25
"793",13,"SOUTHBRIDGE              ",837483.25,4
"794",15,"SOUTHBRIDGE              ",21040625,2
"795",16,"SOUTHBRIDGE              ",7783472.125,8
"796",17,"SOUTHBRIDGE              ",5613400,5
"797",18,"SOUTHBRIDGE              ",5573333.33333333,3
"798",19,"SOUTHBRIDGE              ",1805586.16666667,6
"799",20,"SOUTHBRIDGE              ",72916768.8571429,7
"800",21,"SOUTHBRIDGE              ",1661920.81818182,11
"801",22,"SOUTHBRIDGE              ",3125940.5,6
"802",23,"SOUTHBRIDGE              ",1440823.5,2
"803",24,"SOUTHBRIDGE              ",12866842.3333333,6
"804",13,"TRIBECA                  ",3095160.88235294,34
"805",14,"TRIBECA                  ",3190625,24
"806",15,"TRIBECA                  ",8552695.35,20
"807",16,"TRIBECA                  ",3701306.52173913,23
"808",17,"TRIBECA                  ",2449042.36111111,36
"809",18,"TRIBECA                  ",2964138.88888889,36
"810",19,"TRIBECA                  ",2337591.25,40
"811",20,"TRIBECA                  ",1669265,34
"812",21,"TRIBECA                  ",3251625,24
"813",22,"TRIBECA                  ",3224668.18181818,33
"814",23,"TRIBECA                  ",2621839.44,25
"815",24,"TRIBECA                  ",3258546.2962963,27
"816",13,"UPPER EAST SIDE (59-79)  ",3189836.20833333,168
"817",14,"UPPER EAST SIDE (59-79)  ",4127630.9609375,128
"818",15,"UPPER EAST SIDE (59-79)  ",4964754.24626866,134
"819",16,"UPPER EAST SIDE (59-79)  ",2437831.53424658,146
"820",17,"UPPER EAST SIDE (59-79)  ",3213363.67808219,146
"821",18,"UPPER EAST SIDE (59-79)  ",2944919.60843374,166
"822",19,"UPPER EAST SIDE (59-79)  ",4710961.74736842,190
"823",20,"UPPER EAST SIDE (59-79)  ",2819158.37426901,171
"824",21,"UPPER EAST SIDE (59-79)  ",5458884.31746032,126
"825",22,"UPPER EAST SIDE (59-79)  ",3142717.66060606,165
"826",23,"UPPER EAST SIDE (59-79)  ",1797411.55462185,119
"827",24,"UPPER EAST SIDE (59-79)  ",2369724.06896552,145
"828",13,"UPPER EAST SIDE (79-96)  ",2511151.82706767,133
"829",14,"UPPER EAST SIDE (79-96)  ",2926927.1588785,107
"830",15,"UPPER EAST SIDE (79-96)  ",1742574.41414141,99
"831",16,"UPPER EAST SIDE (79-96)  ",2436626.58415842,101
"832",17,"UPPER EAST SIDE (79-96)  ",2198417.21666667,120
"833",18,"UPPER EAST SIDE (79-96)  ",2702771.02531646,158
"834",19,"UPPER EAST SIDE (79-96)  ",2540066.16,175
"835",20,"UPPER EAST SIDE (79-96)  ",1923132.51181102,127
"836",21,"UPPER EAST SIDE (79-96)  ",9234236.30275229,109
"837",22,"UPPER EAST SIDE (79-96)  ",1491336.86507936,126
"838",23,"UPPER EAST SIDE (79-96)  ",2262714.44827586,87
"839",24,"UPPER EAST SIDE (79-96)  ",4474845.6969697,99
"840",13,"UPPER EAST SIDE (96-110) ",3198197.44444444,9
"841",14,"UPPER EAST SIDE (96-110) ",2231580.57142857,7
"842",15,"UPPER EAST SIDE (96-110) ",1564306.75,8
"843",16,"UPPER EAST SIDE (96-110) ",3251463.5,6
"844",17,"UPPER EAST SIDE (96-110) ",1521876.36363636,11
"845",18,"UPPER EAST SIDE (96-110) ",1555940,9
"846",19,"UPPER EAST SIDE (96-110) ",1710267.44444444,9
"847",20,"UPPER EAST SIDE (96-110) ",2321272.8,10
"848",21,"UPPER EAST SIDE (96-110) ",1202600,5
"849",22,"UPPER EAST SIDE (96-110) ",1830362,7
"850",23,"UPPER EAST SIDE (96-110) ",2016250,4
"851",24,"UPPER EAST SIDE (96-110) ",1626400,5
"852",13,"UPPER WEST SIDE (59-79)  ",2600749.58095238,105
"853",14,"UPPER WEST SIDE (59-79)  ",1890216.54716981,106
"854",15,"UPPER WEST SIDE (59-79)  ",3429412.49541284,109
"855",16,"UPPER WEST SIDE (59-79)  ",1973134.12745098,102
"856",17,"UPPER WEST SIDE (59-79)  ",1980252.59375,128
"857",18,"UPPER WEST SIDE (59-79)  ",1768487.44029851,134
"858",19,"UPPER WEST SIDE (59-79)  ",4000333.61428571,140
"859",20,"UPPER WEST SIDE (59-79)  ",2063651.65734266,143
"860",21,"UPPER WEST SIDE (59-79)  ",2082612.2704918,122
"861",22,"UPPER WEST SIDE (59-79)  ",1886836.416,125
"862",23,"UPPER WEST SIDE (59-79)  ",1523237.175,80
"863",24,"UPPER WEST SIDE (59-79)  ",1986831.85496183,131
"864",13,"UPPER WEST SIDE (79-96)  ",1433730.19387755,98
"865",14,"UPPER WEST SIDE (79-96)  ",1716139.26984127,63
"866",15,"UPPER WEST SIDE (79-96)  ",1927184.03333333,60
"867",16,"UPPER WEST SIDE (79-96)  ",1930760.18918919,74
"868",17,"UPPER WEST SIDE (79-96)  ",1960166.42666667,75
"869",18,"UPPER WEST SIDE (79-96)  ",2082196.73863636,88
"870",19,"UPPER WEST SIDE (79-96)  ",1828475.14285714,112
"871",20,"UPPER WEST SIDE (79-96)  ",1730414.50666667,75
"872",21,"UPPER WEST SIDE (79-96)  ",2798659.5,68
"873",22,"UPPER WEST SIDE (79-96)  ",1338712.47540984,61
"874",23,"UPPER WEST SIDE (79-96)  ",2105696.16326531,49
"875",24,"UPPER WEST SIDE (79-96)  ",2128512.0877193,57
"876",13,"UPPER WEST SIDE (96-116) ",1110327,25
"877",14,"UPPER WEST SIDE (96-116) ",2155170.68421053,19
"878",15,"UPPER WEST SIDE (96-116) ",949002.136363636,22
"879",16,"UPPER WEST SIDE (96-116) ",1462726.36585366,41
"880",17,"UPPER WEST SIDE (96-116) ",3756824.39130435,23
"881",18,"UPPER WEST SIDE (96-116) ",1369889.43902439,41
"882",19,"UPPER WEST SIDE (96-116) ",1501264.77777778,45
"883",20,"UPPER WEST SIDE (96-116) ",1108998.91666667,36
"884",21,"UPPER WEST SIDE (96-116) ",2166448.56756757,37
"885",22,"UPPER WEST SIDE (96-116) ",1244215,25
"886",23,"UPPER WEST SIDE (96-116) ",2933187.89285714,28
"887",24,"UPPER WEST SIDE (96-116) ",1215131.25806452,31
"888",13,"WASHINGTON HEIGHTS LOWER ",926269,8
"889",14,"WASHINGTON HEIGHTS LOWER ",783220.625,8
"890",15,"WASHINGTON HEIGHTS LOWER ",1517889.375,16
"891",16,"WASHINGTON HEIGHTS LOWER ",1454575,9
"892",17,"WASHINGTON HEIGHTS LOWER ",2325411.42857143,7
"893",18,"WASHINGTON HEIGHTS LOWER ",2581399.9,10
"894",19,"WASHINGTON HEIGHTS LOWER ",3881789.8,15
"895",20,"WASHINGTON HEIGHTS LOWER ",1598648,37
"896",21,"WASHINGTON HEIGHTS LOWER ",1274927.53333333,30
"897",22,"WASHINGTON HEIGHTS LOWER ",3447203.78571429,14
"898",23,"WASHINGTON HEIGHTS LOWER ",2504848.05555556,18
"899",24,"WASHINGTON HEIGHTS LOWER ",3443346.54545455,22
"900",13,"WASHINGTON HEIGHTS UPPER ",1024734.78787879,33
"901",14,"WASHINGTON HEIGHTS UPPER ",428147.058823529,17
"902",15,"WASHINGTON HEIGHTS UPPER ",2315099.0952381,21
"903",16,"WASHINGTON HEIGHTS UPPER ",1168696.2,25
"904",17,"WASHINGTON HEIGHTS UPPER ",2711689.66666667,36
"905",18,"WASHINGTON HEIGHTS UPPER ",1677729.85294118,34
"906",19,"WASHINGTON HEIGHTS UPPER ",1170660.83333333,36
"907",20,"WASHINGTON HEIGHTS UPPER ",1054544.93939394,33
"908",21,"WASHINGTON HEIGHTS UPPER ",1622673.11764706,34
"909",22,"WASHINGTON HEIGHTS UPPER ",939403.65625,32
"910",23,"WASHINGTON HEIGHTS UPPER ",1397882.28571429,28
"911",24,"WASHINGTON HEIGHTS UPPER ",2479793,22
"912",25,"ALPHABET CITY            ",1521996.88888889,9
"913",26,"ALPHABET CITY            ",4165000,4
"914",27,"ALPHABET CITY            ",4242845.42857143,7
"915",28,"ALPHABET CITY            ",1063646.1,10
"916",29,"ALPHABET CITY            ",1028807.76923077,13
"917",30,"ALPHABET CITY            ",2095220.90909091,11
"918",31,"ALPHABET CITY            ",1418188.625,16
"919",32,"ALPHABET CITY            ",1307158.82352941,17
"920",33,"ALPHABET CITY            ",2461012.33333333,18
"921",34,"ALPHABET CITY            ",4989305.5,6
"922",35,"ALPHABET CITY            ",5419756.25,8
"923",36,"ALPHABET CITY            ",2060628.375,8
"924",25,"CHELSEA                  ",3386193.17777778,45
"925",26,"CHELSEA                  ",3009208.6875,64
"926",27,"CHELSEA                  ",1681122.57142857,49
"927",28,"CHELSEA                  ",3084395.62903226,62
"928",29,"CHELSEA                  ",15663922.047619,63
"929",30,"CHELSEA                  ",2644872.11842105,76
"930",31,"CHELSEA                  ",3358611.20618557,97
"931",32,"CHELSEA                  ",2765917.91044776,67
"932",33,"CHELSEA                  ",8159941.58208955,67
"933",34,"CHELSEA                  ",2098466.26086957,46
"934",35,"CHELSEA                  ",3676393.25,48
"935",36,"CHELSEA                  ",2727073,57
"936",25,"CHINATOWN                ",2354987.23076923,13
"937",26,"CHINATOWN                ",1963693.38461538,13
"938",27,"CHINATOWN                ",3634987.9,10
"939",28,"CHINATOWN                ",4493457.6,15
"940",29,"CHINATOWN                ",2217662.78571429,14
"941",30,"CHINATOWN                ",2188661.18181818,11
"942",31,"CHINATOWN                ",3213841.44444444,9
"943",32,"CHINATOWN                ",10724500,6
"944",33,"CHINATOWN                ",5169011.33333333,9
"945",34,"CHINATOWN                ",6750215.25,4
"946",35,"CHINATOWN                ",17375000,4
"947",36,"CHINATOWN                ",2513846.875,8
"948",25,"CIVIC CENTER             ",2379284.77777778,9
"949",26,"CIVIC CENTER             ",6909195.42857143,7
"950",27,"CIVIC CENTER             ",5325654.55555556,9
"951",28,"CIVIC CENTER             ",8035000,5
"952",29,"CIVIC CENTER             ",8590265.88888889,9
"953",30,"CIVIC CENTER             ",2551916.66666667,12
"954",31,"CIVIC CENTER             ",2181555.55555556,9
"955",32,"CIVIC CENTER             ",3149854.95238095,21
"956",33,"CIVIC CENTER             ",3105352.14285714,14
"957",34,"CIVIC CENTER             ",4023500,10
"958",35,"CIVIC CENTER             ",2307600,5
"959",36,"CIVIC CENTER             ",2824980.5,12
"960",25,"CLINTON                  ",6617933.62962963,27
"961",26,"CLINTON                  ",2642595.38888889,18
"962",27,"CLINTON                  ",1845838.47368421,38
"963",28,"CLINTON                  ",2133861.33333333,24
"964",29,"CLINTON                  ",1676536.42105263,38
"965",30,"CLINTON                  ",1835720.20754717,53
"966",31,"CLINTON                  ",8988640.05882353,34
"967",32,"CLINTON                  ",10293804.8,20
"968",33,"CLINTON                  ",4802638.28571429,14
"969",34,"CLINTON                  ",2987457.75,68
"970",35,"CLINTON                  ",3283554.13636364,22
"971",36,"CLINTON                  ",15968749.1904762,21
"972",25,"EAST VILLAGE             ",3110300.57142857,21
"973",26,"EAST VILLAGE             ",1987337.73333333,15
"974",27,"EAST VILLAGE             ",2975093.1875,16
"975",28,"EAST VILLAGE             ",4506469.57142857,14
"976",29,"EAST VILLAGE             ",7325855.76923077,13
"977",30,"EAST VILLAGE             ",3041333.41666667,12
"978",31,"EAST VILLAGE             ",2798029.41176471,17
"979",32,"EAST VILLAGE             ",3076714.55555556,9
"980",33,"EAST VILLAGE             ",3935017.86206897,29
