,Unnamed: 0,Month,Neighbourhood,Mean,Count
515,516,24,CLINTON,1563022.22727273,22
516,517,13,EAST VILLAGE,2203445.06666667,15
517,518,14,EAST VILLAGE,1138252.5,4
518,519,15,EAST VILLAGE,2679900.0,10
519,520,16,EAST VILLAGE,1712484.90909091,11
520,521,17,EAST VILLAGE,1102375.76923077,26
521,522,18,EAST VILLAGE,1754576.71153846,52
522,523,19,EAST VILLAGE,3093500.48648649,37
523,524,20,EAST VILLAGE,1522483.27272727,22
524,525,21,EAST VILLAGE,1355407.14285714,21
525,526,22,EAST VILLAGE,1908086.8,25
526,527,23,EAST VILLAGE,4320555.55555556,9
527,528,24,EAST VILLAGE,1596402.6,15
528,529,13,FASHION,13224846.153846199,13
529,530,14,FASHION,6792237.33333333,9
530,531,15,FASHION,16608496.090909101,11
531,532,16,FASHION,36244869.2307692,13
532,533,17,FASHION,7392223.33333333,9
533,534,18,FASHION,4884277.5,12
534,535,19,FASHION,27275617.1875,16
535,536,20,FASHION,7873125.0,8
536,537,21,FASHION,19945905.8823529,17
537,538,22,FASHION,21114375.0,8
538,539,23,FASHION,116462103.571429,7
539,540,24,FASHION,4106869.60869565,23
540,541,13,FINANCIAL,6879639.13157895,38
541,542,14,FINANCIAL,2268300.84615385,39
542,543,15,FINANCIAL,3286885.5,46
543,544,16,FINANCIAL,6273136.63492064,63
544,545,17,FINANCIAL,11881329.9836066,61
545,546,18,FINANCIAL,2948697.5,40
546,547,19,FINANCIAL,3090955.61111111,36
547,548,20,FINANCIAL,8595841.33333333,48
548,549,21,FINANCIAL,29543164.073170695,41
549,550,22,FINANCIAL,4067001.91428571,35
550,551,23,FINANCIAL,1342295.71052632,38
551,552,24,FINANCIAL,4763522.11904762,42
552,553,13,FLATIRON,5348433.075,40
553,554,14,FLATIRON,6565880.86363636,22
554,555,15,FLATIRON,4869102.83333333,24
555,556,16,FLATIRON,2604148.09375,32
556,557,17,FLATIRON,7332124.96153846,26
557,558,18,FLATIRON,4682651.46808511,47
558,559,19,FLATIRON,3688494.15384615,39
559,560,20,FLATIRON,3384044.76,25
560,561,21,FLATIRON,3597466.51724138,29
561,562,22,FLATIRON,2793730.82352941,34
562,563,23,FLATIRON,2899004.34782609,23
563,564,24,FLATIRON,4487514.35,20
564,565,13,GRAMERCY,2999313.76086957,46
565,566,14,GRAMERCY,990874.833333333,36
566,567,15,GRAMERCY,1417335.04255319,47
567,568,16,GRAMERCY,917869.566666667,30
568,569,17,GRAMERCY,955509.866666667,45
569,570,18,GRAMERCY,1256432.53448276,58
570,571,19,GRAMERCY,1309293.51851852,54
571,572,20,GRAMERCY,3814420.38297872,47
572,573,21,GRAMERCY,1120881.7704918,61
573,574,22,GRAMERCY,1713244.25423729,59
574,575,23,GRAMERCY,2021493.36585366,41
575,576,24,GRAMERCY,6262172.01851852,54
576,577,13,GREENWICH VILLAGE-CENTRAL,3636539.76,50
577,578,14,GREENWICH VILLAGE-CENTRAL,2995661.29032258,31
578,579,15,GREENWICH VILLAGE-CENTRAL,1483931.8,35
579,580,16,GREENWICH VILLAGE-CENTRAL,1141806.41025641,39
580,581,17,GREENWICH VILLAGE-CENTRAL,1954639.91891892,37
581,582,18,GREENWICH VILLAGE-CENTRAL,1891060.12121212,66
582,583,19,GREENWICH VILLAGE-CENTRAL,1714099.49275362,69
583,584,20,GREENWICH VILLAGE-CENTRAL,1508508.67924528,53
584,585,21,GREENWICH VILLAGE-CENTRAL,2404522.46,50
585,586,22,GREENWICH VILLAGE-CENTRAL,4912991.52,50
586,587,23,GREENWICH VILLAGE-CENTRAL,3330981.61764706,34
587,588,24,GREENWICH VILLAGE-CENTRAL,5713532.90697674,43
588,589,13,GREENWICH VILLAGE-WEST,1950570.86486486,37
589,590,14,GREENWICH VILLAGE-WEST,2866217.68571429,35
590,591,15,GREENWICH VILLAGE-WEST,4860973.09302326,43
591,592,16,GREENWICH VILLAGE-WEST,2780779.94444444,36
592,593,17,GREENWICH VILLAGE-WEST,4918636.86363636,44
593,594,18,GREENWICH VILLAGE-WEST,2361240.04081633,49
594,595,19,GREENWICH VILLAGE-WEST,2180307.125,48
595,596,20,GREENWICH VILLAGE-WEST,5092671.72222222,36
596,597,21,GREENWICH VILLAGE-WEST,3044649.66,50
597,598,22,GREENWICH VILLAGE-WEST,2300460.26666667,45
598,599,23,GREENWICH VILLAGE-WEST,6115183.0,31
599,600,24,GREENWICH VILLAGE-WEST,2685295.97777778,45
600,601,13,HARLEM-CENTRAL,886521.825396825,63
601,602,14,HARLEM-CENTRAL,1515406.54237288,59
602,603,15,HARLEM-CENTRAL,809659.333333333,45
603,604,16,HARLEM-CENTRAL,1904042.75806452,62
604,605,17,HARLEM-CENTRAL,1045701.37974684,79
605,606,18,HARLEM-CENTRAL,1369319.03030303,99
606,607,19,HARLEM-CENTRAL,1448091.81609195,87
607,608,20,HARLEM-CENTRAL,1685813.0625,48
608,609,21,HARLEM-CENTRAL,1912530.015625,64
609,610,22,HARLEM-CENTRAL,3383228.42307692,52
610,611,23,HARLEM-CENTRAL,1629624.86111111,36
611,612,24,HARLEM-CENTRAL,2553576.35087719,57
612,613,13,HARLEM-EAST,1724376.44444444,9
613,614,14,HARLEM-EAST,1319988.25,8
614,615,15,HARLEM-EAST,2463586.0625,16
615,616,16,HARLEM-EAST,3167462.66666667,9
616,617,17,HARLEM-EAST,2229318.0,10
617,618,18,HARLEM-EAST,1042530.61904762,21
618,619,19,HARLEM-EAST,925339.0,17
619,620,20,HARLEM-EAST,2268660.85714286,14
620,621,21,HARLEM-EAST,1320337.42857143,7
621,622,22,HARLEM-EAST,18439104.3913043,23
622,623,23,HARLEM-EAST,2185000.0,12
623,624,24,HARLEM-EAST,4525851.61538462,13
624,625,13,HARLEM-UPPER,2307104.28571429,7
625,626,14,HARLEM-UPPER,2550001.42857143,7
626,627,15,HARLEM-UPPER,1776133.33333333,15
627,628,16,HARLEM-UPPER,736741.9285714291,14
628,629,17,HARLEM-UPPER,1530325.72727273,11
629,630,18,HARLEM-UPPER,2009105.78571429,14
630,631,19,HARLEM-UPPER,1367952.15789474,19
631,632,20,HARLEM-UPPER,2442824.32,25
632,633,21,HARLEM-UPPER,618061.4,15
633,634,22,HARLEM-UPPER,647270.0,8
634,635,23,HARLEM-UPPER,2562999.11111111,9
635,636,24,HARLEM-UPPER,1105058.46153846,13
636,637,13,HARLEM-WEST,1275000.0,2
637,638,14,HARLEM-WEST,9399999.66666667,3
638,639,15,HARLEM-WEST,5716000.0,4
639,640,16,HARLEM-WEST,8500000.0,1
640,641,17,HARLEM-WEST,1930000.0,3
641,642,18,HARLEM-WEST,353333.33333333296,3
642,643,19,HARLEM-WEST,491549.0,2
643,644,21,HARLEM-WEST,4107500.0,2
644,645,22,HARLEM-WEST,650000.0,1
645,646,23,HARLEM-WEST,14500.0,1
646,647,24,HARLEM-WEST,1450000.0,1
647,648,13,INWOOD,1041953.23076923,13
648,649,14,INWOOD,250500.0,3
649,650,15,INWOOD,1773079.1,10
650,651,16,INWOOD,276208.333333333,12
651,652,17,INWOOD,721890.0,9
652,653,18,INWOOD,1322815.68421053,19
653,654,19,INWOOD,454304.153846154,13
654,655,20,INWOOD,719772.7272727271,11
655,656,21,INWOOD,1471075.73333333,15
656,657,22,INWOOD,655800.0,10
657,658,23,INWOOD,1237146.66666667,15
658,659,24,INWOOD,1256687.5,16
659,660,13,JAVITS CENTER,423500.0,2
660,661,14,JAVITS CENTER,369000.0,1
661,662,15,JAVITS CENTER,399000.0,1
662,663,16,JAVITS CENTER,64714690.428571396,7
663,664,17,JAVITS CENTER,472000.0,4
664,665,18,JAVITS CENTER,9018800.0,5
665,666,19,JAVITS CENTER,444000.0,4
666,667,20,JAVITS CENTER,773333.333333333,3
667,668,21,JAVITS CENTER,425000.0,4
668,669,22,JAVITS CENTER,499250.0,2
669,670,24,JAVITS CENTER,370000.0,1
670,671,13,KIPS BAY,1033934.21052632,19
671,672,14,KIPS BAY,954821.5,14
672,673,15,KIPS BAY,840656.448275862,29
673,674,16,KIPS BAY,1419900.52631579,19
674,675,17,KIPS BAY,764000.0,11
675,676,18,KIPS BAY,178606977.92,25
676,677,19,KIPS BAY,1057076.84615385,26
677,678,20,KIPS BAY,5896000.0,29
678,679,21,KIPS BAY,9486261.84615385,13
679,680,22,KIPS BAY,858462.5,20
680,681,23,KIPS BAY,1057881.3125,16
681,682,24,KIPS BAY,1031032.23809524,21
682,683,13,LITTLE ITALY,2909000.0,5
683,684,14,LITTLE ITALY,10902500.0,2
684,685,15,LITTLE ITALY,5662282.66666667,3
685,686,16,LITTLE ITALY,1203000.0,2
686,687,17,LITTLE ITALY,6699553.57142857,7
687,688,18,LITTLE ITALY,1787500.0,2
688,689,19,LITTLE ITALY,2884500.0,5
689,690,20,LITTLE ITALY,16087609.0,2
690,691,21,LITTLE ITALY,1335000.0,2
691,692,22,LITTLE ITALY,13960119.5,4
692,693,23,LITTLE ITALY,13260000.0,4
693,694,24,LITTLE ITALY,3007666.6,5
694,695,13,LOWER EAST SIDE,1367263.33333333,24
695,696,14,LOWER EAST SIDE,2845944.42857143,14
696,697,15,LOWER EAST SIDE,3062483.6,20
697,698,16,LOWER EAST SIDE,913454.375,24
698,699,17,LOWER EAST SIDE,1876231.15384615,26
699,700,18,LOWER EAST SIDE,1293783.13043478,23
700,701,19,LOWER EAST SIDE,1632640.0,25
701,702,20,LOWER EAST SIDE,694243.7666666671,30
702,703,21,LOWER EAST SIDE,1279856.86842105,38
703,704,22,LOWER EAST SIDE,2328824.11764706,34
704,705,23,LOWER EAST SIDE,2307330.84615385,26
705,706,24,LOWER EAST SIDE,2436708.0,21
706,707,13,MANHATTAN-UNKNOWN,5000.0,1
707,708,17,MANHATTAN-UNKNOWN,7500000.0,2
708,709,13,MANHATTAN VALLEY,1229079.8125,16
709,710,14,MANHATTAN VALLEY,962125.0,8
710,711,15,MANHATTAN VALLEY,1165187.5,8
711,712,16,MANHATTAN VALLEY,2598487.81818182,11
712,713,17,MANHATTAN VALLEY,1238344.60869565,23
713,714,18,MANHATTAN VALLEY,3700160.0,10
714,715,19,MANHATTAN VALLEY,3063449.58333333,12
715,716,20,MANHATTAN VALLEY,1886758.11764706,17
716,717,21,MANHATTAN VALLEY,1128162.57142857,21
717,718,22,MANHATTAN VALLEY,1379751.12,25
718,719,23,MANHATTAN VALLEY,1647126.37931034,29
719,720,24,MANHATTAN VALLEY,1107709.3030303002,33
720,721,13,MIDTOWN CBD,1966833.33333333,3
721,722,14,MIDTOWN CBD,13397386.0625,16
722,723,15,MIDTOWN CBD,933500.0,8
723,724,16,MIDTOWN CBD,1593287.47058824,17
724,725,17,MIDTOWN CBD,47391923.0769231,13
725,726,18,MIDTOWN CBD,52764477.7777778,9
726,727,19,MIDTOWN CBD,6750019.77777778,18
727,728,20,MIDTOWN CBD,12461541.7333333,15
728,729,21,MIDTOWN CBD,3286305.55555556,9
729,730,22,MIDTOWN CBD,40184772.444444396,18
730,731,23,MIDTOWN CBD,1715184.0,10
731,732,24,MIDTOWN CBD,193983636.36363602,11
732,733,13,MIDTOWN EAST,1041788.54255319,94
733,734,14,MIDTOWN EAST,1163309.23376623,77
734,735,15,MIDTOWN EAST,1341190.90361446,83
735,736,16,MIDTOWN EAST,1244939.75581395,86
736,737,17,MIDTOWN EAST,2971874.86956522,92
737,738,18,MIDTOWN EAST,1077264.75757576,99
738,739,19,MIDTOWN EAST,2197558.22580645,124
739,740,20,MIDTOWN EAST,1177663.57142857,91
740,741,21,MIDTOWN EAST,2307015.02941176,102
741,742,22,MIDTOWN EAST,1713943.02150538,93
742,743,23,MIDTOWN EAST,1376481.79452055,73
743,744,24,MIDTOWN EAST,1150432.45555556,90
744,745,13,MIDTOWN WEST,3434261.50229358,436
745,746,14,MIDTOWN WEST,546759.92,200
746,747,15,MIDTOWN WEST,708693.52484472,322
747,748,16,MIDTOWN WEST,772181.329842932,382
748,749,17,MIDTOWN WEST,1106206.784,250
749,750,18,MIDTOWN WEST,4348092.05263158,114
750,751,19,MIDTOWN WEST,823068.590163934,366
751,752,20,MIDTOWN WEST,3709709.75806452,186
752,753,21,MIDTOWN WEST,3361698.4,130
753,754,22,MIDTOWN WEST,8473258.5,192
754,755,23,MIDTOWN WEST,3347825.09134615,208
755,756,24,MIDTOWN WEST,9233079.65408805,159
756,757,13,MORNINGSIDE HEIGHTS,570000.0,1
757,758,14,MORNINGSIDE HEIGHTS,205536.666666667,3
758,759,15,MORNINGSIDE HEIGHTS,581547.8,5
759,760,16,MORNINGSIDE HEIGHTS,509250.0,4
760,761,17,MORNINGSIDE HEIGHTS,340600.0,5
761,762,18,MORNINGSIDE HEIGHTS,411272.5,16
762,763,19,MORNINGSIDE HEIGHTS,454416.66666666704,6
763,764,20,MORNINGSIDE HEIGHTS,517187.5,8
764,765,21,MORNINGSIDE HEIGHTS,409000.0,10
765,766,22,MORNINGSIDE HEIGHTS,539971.428571429,7
766,767,23,MORNINGSIDE HEIGHTS,4431250.0,8
767,768,24,MORNINGSIDE HEIGHTS,463833.33333333296,6
768,769,13,MURRAY HILL,1473936.5,40
769,770,14,MURRAY HILL,3355948.94871795,39
770,771,15,MURRAY HILL,3663839.47826087,46
771,772,16,MURRAY HILL,1494850.72413793,58
772,773,17,MURRAY HILL,2168324.68965517,58
773,774,18,MURRAY HILL,1454660.87719298,57
774,775,19,MURRAY HILL,1021555.38888889,54
775,776,20,MURRAY HILL,1719018.48,50
776,777,21,MURRAY HILL,5056200.59259259,54
777,778,22,MURRAY HILL,2672949.28846154,52
778,779,23,MURRAY HILL,1898417.92,50
779,780,24,MURRAY HILL,1983781.65384615,52
780,781,13,SOHO,6551091.33333333,33
781,782,14,SOHO,26006485.7692308,13
782,783,15,SOHO,30675118.75,12
783,784,16,SOHO,7272626.25,20
784,785,17,SOHO,6549520.83333333,24
785,786,18,SOHO,11327675.5263158,19
786,787,19,SOHO,11852513.9,20
787,788,20,SOHO,5865164.5,30
788,789,21,SOHO,6222691.06896552,29
789,790,22,SOHO,7857423.45833333,24
790,791,23,SOHO,4768026.2,10
791,792,24,SOHO,6855540.36,25
792,793,13,SOUTHBRIDGE,837483.25,4
793,794,15,SOUTHBRIDGE,21040625.0,2
794,795,16,SOUTHBRIDGE,7783472.125,8
795,796,17,SOUTHBRIDGE,5613400.0,5
796,797,18,SOUTHBRIDGE,5573333.33333333,3
797,798,19,SOUTHBRIDGE,1805586.16666667,6
798,799,20,SOUTHBRIDGE,72916768.85714291,7
799,800,21,SOUTHBRIDGE,1661920.81818182,11
800,801,22,SOUTHBRIDGE,3125940.5,6
801,802,23,SOUTHBRIDGE,1440823.5,2
802,803,24,SOUTHBRIDGE,12866842.3333333,6
803,804,13,TRIBECA,3095160.88235294,34
804,805,14,TRIBECA,3190625.0,24
805,806,15,TRIBECA,8552695.35,20
806,807,16,TRIBECA,3701306.52173913,23
807,808,17,TRIBECA,2449042.36111111,36
808,809,18,TRIBECA,2964138.88888889,36
809,810,19,TRIBECA,2337591.25,40
810,811,20,TRIBECA,1669265.0,34
811,812,21,TRIBECA,3251625.0,24
812,813,22,TRIBECA,3224668.18181818,33
813,814,23,TRIBECA,2621839.44,25
814,815,24,TRIBECA,3258546.2962963,27
815,816,13,UPPER EAST SIDE (59-79),3189836.20833333,168
816,817,14,UPPER EAST SIDE (59-79),4127630.9609375,128
817,818,15,UPPER EAST SIDE (59-79),4964754.24626866,134
818,819,16,UPPER EAST SIDE (59-79),2437831.53424658,146
819,820,17,UPPER EAST SIDE (59-79),3213363.67808219,146
820,821,18,UPPER EAST SIDE (59-79),2944919.60843374,166
821,822,19,UPPER EAST SIDE (59-79),4710961.74736842,190
822,823,20,UPPER EAST SIDE (59-79),2819158.37426901,171
823,824,21,UPPER EAST SIDE (59-79),5458884.31746032,126
824,825,22,UPPER EAST SIDE (59-79),3142717.66060606,165
825,826,23,UPPER EAST SIDE (59-79),1797411.55462185,119
826,827,24,UPPER EAST SIDE (59-79),2369724.06896552,145
827,828,13,UPPER EAST SIDE (79-96),2511151.82706767,133
828,829,14,UPPER EAST SIDE (79-96),2926927.1588785,107
829,830,15,UPPER EAST SIDE (79-96),1742574.41414141,99
830,831,16,UPPER EAST SIDE (79-96),2436626.58415842,101
831,832,17,UPPER EAST SIDE (79-96),2198417.21666667,120
832,833,18,UPPER EAST SIDE (79-96),2702771.02531646,158
833,834,19,UPPER EAST SIDE (79-96),2540066.16,175
834,835,20,UPPER EAST SIDE (79-96),1923132.51181102,127
835,836,21,UPPER EAST SIDE (79-96),9234236.30275229,109
836,837,22,UPPER EAST SIDE (79-96),1491336.86507936,126
837,838,23,UPPER EAST SIDE (79-96),2262714.44827586,87
838,839,24,UPPER EAST SIDE (79-96),4474845.6969697,99
839,840,13,UPPER EAST SIDE (96-110),3198197.44444444,9
840,841,14,UPPER EAST SIDE (96-110),2231580.57142857,7
841,842,15,UPPER EAST SIDE (96-110),1564306.75,8
842,843,16,UPPER EAST SIDE (96-110),3251463.5,6
843,844,17,UPPER EAST SIDE (96-110),1521876.36363636,11
844,845,18,UPPER EAST SIDE (96-110),1555940.0,9
845,846,19,UPPER EAST SIDE (96-110),1710267.44444444,9
846,847,20,UPPER EAST SIDE (96-110),2321272.8,10
847,848,21,UPPER EAST SIDE (96-110),1202600.0,5
848,849,22,UPPER EAST SIDE (96-110),1830362.0,7
849,850,23,UPPER EAST SIDE (96-110),2016250.0,4
850,851,24,UPPER EAST SIDE (96-110),1626400.0,5
851,852,13,UPPER WEST SIDE (59-79),2600749.58095238,105
852,853,14,UPPER WEST SIDE (59-79),1890216.54716981,106
853,854,15,UPPER WEST SIDE (59-79),3429412.49541284,109
854,855,16,UPPER WEST SIDE (59-79),1973134.12745098,102
855,856,17,UPPER WEST SIDE (59-79),1980252.59375,128
856,857,18,UPPER WEST SIDE (59-79),1768487.44029851,134
857,858,19,UPPER WEST SIDE (59-79),4000333.61428571,140
858,859,20,UPPER WEST SIDE (59-79),2063651.65734266,143
859,860,21,UPPER WEST SIDE (59-79),2082612.2704918,122
860,861,22,UPPER WEST SIDE (59-79),1886836.416,125
861,862,23,UPPER WEST SIDE (59-79),1523237.175,80
862,863,24,UPPER WEST SIDE (59-79),1986831.85496183,131
863,864,13,UPPER WEST SIDE (79-96),1433730.19387755,98
864,865,14,UPPER WEST SIDE (79-96),1716139.26984127,63
865,866,15,UPPER WEST SIDE (79-96),1927184.03333333,60
866,867,16,UPPER WEST SIDE (79-96),1930760.18918919,74
867,868,17,UPPER WEST SIDE (79-96),1960166.42666667,75
868,869,18,UPPER WEST SIDE (79-96),2082196.73863636,88
869,870,19,UPPER WEST SIDE (79-96),1828475.14285714,112
870,871,20,UPPER WEST SIDE (79-96),1730414.50666667,75
871,872,21,UPPER WEST SIDE (79-96),2798659.5,68
872,873,22,UPPER WEST SIDE (79-96),1338712.47540984,61
873,874,23,UPPER WEST SIDE (79-96),2105696.16326531,49
874,875,24,UPPER WEST SIDE (79-96),2128512.0877193003,57
875,876,13,UPPER WEST SIDE (96-116),1110327.0,25
876,877,14,UPPER WEST SIDE (96-116),2155170.68421053,19
877,878,15,UPPER WEST SIDE (96-116),949002.1363636359,22
878,879,16,UPPER WEST SIDE (96-116),1462726.36585366,41
879,880,17,UPPER WEST SIDE (96-116),3756824.39130435,23
880,881,18,UPPER WEST SIDE (96-116),1369889.43902439,41
881,882,19,UPPER WEST SIDE (96-116),1501264.77777778,45
882,883,20,UPPER WEST SIDE (96-116),1108998.91666667,36
883,884,21,UPPER WEST SIDE (96-116),2166448.56756757,37
884,885,22,UPPER WEST SIDE (96-116),1244215.0,25
885,886,23,UPPER WEST SIDE (96-116),2933187.89285714,28
886,887,24,UPPER WEST SIDE (96-116),1215131.25806452,31
887,888,13,WASHINGTON HEIGHTS LOWER,926269.0,8
888,889,14,WASHINGTON HEIGHTS LOWER,783220.625,8
889,890,15,WASHINGTON HEIGHTS LOWER,1517889.375,16
890,891,16,WASHINGTON HEIGHTS LOWER,1454575.0,9
891,892,17,WASHINGTON HEIGHTS LOWER,2325411.42857143,7
892,893,18,WASHINGTON HEIGHTS LOWER,2581399.9,10
893,894,19,WASHINGTON HEIGHTS LOWER,3881789.8,15
894,895,20,WASHINGTON HEIGHTS LOWER,1598648.0,37
895,896,21,WASHINGTON HEIGHTS LOWER,1274927.53333333,30
896,897,22,WASHINGTON HEIGHTS LOWER,3447203.78571429,14
897,898,23,WASHINGTON HEIGHTS LOWER,2504848.05555556,18
898,899,24,WASHINGTON HEIGHTS LOWER,3443346.54545455,22
899,900,13,WASHINGTON HEIGHTS UPPER,1024734.78787879,33
900,901,14,WASHINGTON HEIGHTS UPPER,428147.058823529,17
901,902,15,WASHINGTON HEIGHTS UPPER,2315099.0952381003,21
902,903,16,WASHINGTON HEIGHTS UPPER,1168696.2,25
903,904,17,WASHINGTON HEIGHTS UPPER,2711689.66666667,36
904,905,18,WASHINGTON HEIGHTS UPPER,1677729.85294118,34
905,906,19,WASHINGTON HEIGHTS UPPER,1170660.83333333,36
906,907,20,WASHINGTON HEIGHTS UPPER,1054544.93939394,33
907,908,21,WASHINGTON HEIGHTS UPPER,1622673.11764706,34
908,909,22,WASHINGTON HEIGHTS UPPER,939403.65625,32
909,910,23,WASHINGTON HEIGHTS UPPER,1397882.28571429,28
910,911,24,WASHINGTON HEIGHTS UPPER,2479793.0,22
911,912,25,ALPHABET CITY,1521996.88888889,9
912,913,26,ALPHABET CITY,4165000.0,4
913,914,27,ALPHABET CITY,4242845.42857143,7
914,915,28,ALPHABET CITY,1063646.1,10
915,916,29,ALPHABET CITY,1028807.76923077,13
916,917,30,ALPHABET CITY,2095220.90909091,11
917,918,31,ALPHABET CITY,1418188.625,16
918,919,32,ALPHABET CITY,1307158.82352941,17
919,920,33,ALPHABET CITY,2461012.33333333,18
920,921,34,ALPHABET CITY,4989305.5,6
921,922,35,ALPHABET CITY,5419756.25,8
922,923,36,ALPHABET CITY,2060628.375,8
923,924,25,CHELSEA,3386193.17777778,45
924,925,26,CHELSEA,3009208.6875,64
925,926,27,CHELSEA,1681122.57142857,49
926,927,28,CHELSEA,3084395.62903226,62
927,928,29,CHELSEA,15663922.047619,63
928,929,30,CHELSEA,2644872.11842105,76
929,930,31,CHELSEA,3358611.20618557,97
930,931,32,CHELSEA,2765917.91044776,67
931,932,33,CHELSEA,8159941.58208955,67
932,933,34,CHELSEA,2098466.26086957,46
933,934,35,CHELSEA,3676393.25,48
934,935,36,CHELSEA,2727073.0,57
935,936,25,CHINATOWN,2354987.23076923,13
936,937,26,CHINATOWN,1963693.38461538,13
937,938,27,CHINATOWN,3634987.9,10
938,939,28,CHINATOWN,4493457.6,15
939,940,29,CHINATOWN,2217662.78571429,14
940,941,30,CHINATOWN,2188661.18181818,11
941,942,31,CHINATOWN,3213841.44444444,9
942,943,32,CHINATOWN,10724500.0,6
943,944,33,CHINATOWN,5169011.33333333,9
944,945,34,CHINATOWN,6750215.25,4
945,946,35,CHINATOWN,17375000.0,4
946,947,36,CHINATOWN,2513846.875,8
947,948,25,CIVIC CENTER,2379284.77777778,9
948,949,26,CIVIC CENTER,6909195.42857143,7
949,950,27,CIVIC CENTER,5325654.55555556,9
950,951,28,CIVIC CENTER,8035000.0,5
951,952,29,CIVIC CENTER,8590265.88888889,9
952,953,30,CIVIC CENTER,2551916.66666667,12
953,954,31,CIVIC CENTER,2181555.55555556,9
954,955,32,CIVIC CENTER,3149854.95238095,21
955,956,33,CIVIC CENTER,3105352.14285714,14
956,957,34,CIVIC CENTER,4023500.0,10
957,958,35,CIVIC CENTER,2307600.0,5
958,959,36,CIVIC CENTER,2824980.5,12
959,960,25,CLINTON,6617933.62962963,27
960,961,26,CLINTON,2642595.38888889,18
961,962,27,CLINTON,1845838.47368421,38
962,963,28,CLINTON,2133861.33333333,24
963,964,29,CLINTON,1676536.42105263,38
964,965,30,CLINTON,1835720.20754717,53
965,966,31,CLINTON,8988640.05882353,34
966,967,32,CLINTON,10293804.8,20
967,968,33,CLINTON,4802638.28571429,14
968,969,34,CLINTON,2987457.75,68
969,970,35,CLINTON,3283554.13636364,22
970,971,36,CLINTON,15968749.1904762,21
971,972,25,EAST VILLAGE,3110300.57142857,21
972,973,26,EAST VILLAGE,1987337.73333333,15
973,974,27,EAST VILLAGE,2975093.1875,16
974,975,28,EAST VILLAGE,4506469.57142857,14
975,976,29,EAST VILLAGE,7325855.76923077,13
976,977,30,EAST VILLAGE,3041333.41666667,12
977,978,31,EAST VILLAGE,2798029.41176471,17
978,979,32,EAST VILLAGE,3076714.55555556,9
979,980,33,EAST VILLAGE,3935017.86206897,29
980,981,34,EAST VILLAGE,2039000.0,13
981,982,35,EAST VILLAGE,2622700.0,10
982,983,36,EAST VILLAGE,1852074.94117647,17
983,984,25,FASHION,19289186.785714302,14
984,985,26,FASHION,5196286.11111111,9
985,986,27,FASHION,15038482.5,12
986,987,28,FASHION,3859997.33333333,6
987,988,29,FASHION,60523089.28571429,7
988,989,30,FASHION,59893571.428571396,7
989,990,31,FASHION,2945142.85714286,7
990,991,32,FASHION,1679333.33333333,6
991,992,33,FASHION,17971533.875,16
992,993,34,FASHION,7687684.66666667,9
993,994,35,FASHION,7260058.57142857,7
994,995,36,FASHION,20908839.263157897,19
995,996,25,FINANCIAL,21683429.5,26
996,997,26,FINANCIAL,2924503.22580645,31
997,998,27,FINANCIAL,10768406.346153801,26
998,999,28,FINANCIAL,6182728.675,40
999,1000,29,FINANCIAL,1962155.71875,32
1000,1001,30,FINANCIAL,2194215.15217391,46
1001,1002,31,FINANCIAL,8052746.37209302,43
1002,1003,32,FINANCIAL,1516732.81395349,43
1003,1004,33,FINANCIAL,1135712.14285714,28
1004,1005,34,FINANCIAL,4581516.51612903,31
1005,1006,35,FINANCIAL,6725458.20833333,24
1006,1007,36,FINANCIAL,1133103.96153846,26
1007,1008,25,FLATIRON,18692699.9666667,30
1008,1009,26,FLATIRON,5619251.68181818,22
1009,1010,27,FLATIRON,12291622.321428599,28
1010,1011,28,FLATIRON,13591933.1,30
1011,1012,29,FLATIRON,3002221.17391304,23
1012,1013,30,FLATIRON,2259598.0,36
1013,1014,31,FLATIRON,4209153.66666667,27
1014,1015,32,FLATIRON,51396213.04166671,48
1015,1016,33,FLATIRON,6811683.35294118,34
1016,1017,34,FLATIRON,3215609.62,50
1017,1018,35,FLATIRON,4097331.14814815,27
1018,1019,36,FLATIRON,7029583.70967742,31
1019,1020,25,GRAMERCY,13660905.3142857,35
1020,1021,26,GRAMERCY,906456.594594595,37
1021,1022,27,GRAMERCY,2981688.07894737,38
1022,1023,28,GRAMERCY,1960232.0,44
1023,1024,29,GRAMERCY,1981734.09375,32
1024,1025,30,GRAMERCY,1363359.19565217,46
1025,1026,31,GRAMERCY,1475520.79166667,48
1026,1027,32,GRAMERCY,2531291.55555556,36
1027,1028,33,GRAMERCY,5418638.89655172,29
1028,1029,34,GRAMERCY,2343938.4047618997,42
1029,1030,35,GRAMERCY,2323377.45833333,24
1030,1031,36,GRAMERCY,2174517.96428571,28
1031,1032,25,GREENWICH VILLAGE-CENTRAL,2047880.81081081,37
1032,1033,26,GREENWICH VILLAGE-CENTRAL,3479059.66,50
1033,1034,27,GREENWICH VILLAGE-CENTRAL,2572432.21428571,42
1034,1035,28,GREENWICH VILLAGE-CENTRAL,1817328.60869565,46
1035,1036,29,GREENWICH VILLAGE-CENTRAL,2408583.375,48
1036,1037,30,GREENWICH VILLAGE-CENTRAL,3536831.56818182,44
1037,1038,31,GREENWICH VILLAGE-CENTRAL,3848079.4516129,62
1038,1039,32,GREENWICH VILLAGE-CENTRAL,4425015.3877551,49
1039,1040,33,GREENWICH VILLAGE-CENTRAL,3397906.48275862,58
